,Country,Year,% Plastic in waste stream4,Plastic pollution by year,Value_x,Value_y,plastic pollution per millions of people
344,New Zealand,2011,8.949999999999998,224.82399999999996,2512.0,4.384,51.28284671532845
345,New Zealand,2012,8.949999999999998,225.00299999999993,2514.0,4.4081,51.04307978494134
346,New Zealand,2013,8.949999999999998,240.21799999999993,2684.0,4.4421,54.07757592129847
347,New Zealand,2014,8.949999999999998,262.32449999999994,2931.0,4.5165,58.08136831617402
348,New Zealand,2015,8.949999999999998,288.2794999999999,3221.0,4.6094,62.54165401136806
349,New Zealand,2016,8.949999999999998,304.74749999999995,3405.0,4.7141,64.64595574977194
350,New Zealand,2017,8.949999999999998,311.5494999999999,3481.0,4.8136,64.72276466677745
351,New Zealand,2018,8.949999999999998,331.5974999999999,3705.0,4.9006,67.66467371342283
352,Norway,2000,39.79999999999999,190.24399999999994,1912.0,4.490973,42.36142145588494
353,Norway,2001,39.79999999999999,89.31119999999997,897.6,4.513747,19.786487811567632
354,Norway,2002,39.79999999999999,96.34783999999999,968.32,4.538157,21.230609694640357
355,Norway,2003,39.79999999999999,98.67713499999996,991.73,4.564856,21.616702695550522
356,Norway,2004,39.79999999999999,101.27806499999997,1017.87,4.591909,22.055764824607795
357,Norway,2005,39.79999999999999,104.19938499999998,1047.23,4.623293,22.537915074817878
358,Norway,2006,39.79999999999999,110.23206999999996,1107.8600000000001,4.660673,23.65153487489896
359,Norway,2007,39.79999999999999,129.62959499999994,1302.81,4.709156,27.527139682779662
360,Norway,2008,39.79999999999999,128.55200999999997,1291.98,4.768215,26.96019579654021
361,Norway,2009,39.79999999999999,126.25256499999996,1268.87,4.828716,26.146198078329718
362,Norway,2010,39.79999999999999,128.70026499999997,1293.47,4.889253,26.323093732314522
363,Norway,2011,39.79999999999999,139.08408499999996,1397.83,4.953089,28.080271725381866
364,Norway,2012,39.79999999999999,138.40449999999996,1391.0,5.018574,27.578451568114758
365,Norway,2013,39.79999999999999,149.13656999999995,1498.86,5.080171,29.356604334775334
366,Norway,2014,39.79999999999999,120.36813499999997,1209.73,5.137427,23.42965359897084
367,Norway,2015,39.79999999999999,121.40094499999996,1220.1100000000001,5.189898,23.39177860528279
368,Norway,2016,39.79999999999999,226.87193999999997,2280.12,5.236152,43.32798971458429
369,Norway,2017,39.79999999999999,221.47804499999998,2225.9100000000003,5.276965,41.970724649490755
370,Norway,2018,39.79999999999999,211.89022499999993,2129.5499999999997,5.311916,39.88960386421772
371,Norway,2019,29.849999999999994,15.317626999999996,153.946,5.347893,2.8642358775689782
372,Poland,2000,32.849999999999994,1310.1674999999998,11965.0,38.2584775,34.24515520775755
373,Poland,2001,32.849999999999994,1167.9269999999997,10666.0,38.248076,30.535575175075465
374,Poland,2002,32.849999999999994,1118.4329999999998,10214.0,38.232301,29.25361463334367
